type,headline,url,date
Press Release,Justice Department Settles with Georgia-Based Staffing Company to Resolve Immigration-Related Discrimination Claims,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-georgia-based-staffing-company-resolve-immigration-related"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles with Georgia-Based Staffing Company to Resolve Immigration-Related Discrimination Claims</span>
</a>",2021-05-24
Press Release,Former Police Officer Sentenced to Six Years in Prison for Civil Rights Violation,"https://www.justice.gov<a href=""/opa/pr/former-police-officer-sentenced-six-years-prison-civil-rights-violation"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Police Officer Sentenced to Six Years in Prison for Civil Rights Violation</span>
</a>",2021-05-21
Press Release,Former Georgia Supervisory Correctional Officer Pleads Guilty to Civil Rights Offenses for Assaulting Inmates,"https://www.justice.gov<a href=""/opa/pr/former-georgia-supervisory-correctional-officer-pleads-guilty-civil-rights-offenses"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Georgia Supervisory Correctional Officer Pleads Guilty to Civil Rights Offenses for Assaulting Inmates</span>
</a>",2021-05-19
Press Release,Man Pleads Guilty to Attempting to Provide Material Support to ISIS and Attempting to Commit an Attack at a Toledo-Area Synagogue,"https://www.justice.gov<a href=""/opa/pr/man-pleads-guilty-attempting-provide-material-support-isis-and-attempting-commit-attack"" rel=""bookmark"">
<span class=""field-formatter--string"">Man Pleads Guilty to Attempting to Provide Material Support to ISIS and Attempting to Commit an Attack at a Toledo-Area Synagogue</span>
</a>",2021-05-18
Press Release,Tennessee Man Pleads Guilty to Federal Hate Crime,"https://www.justice.gov<a href=""/opa/pr/tennessee-man-pleads-guilty-federal-hate-crime"" rel=""bookmark"">
<span class=""field-formatter--string"">Tennessee Man Pleads Guilty to Federal Hate Crime</span>
</a>",2021-05-17
Press Release,"Justice Department Settles Discrimination Claim Against Aerojet Rocketdyne, Inc.","https://www.justice.gov<a href=""/opa/pr/justice-department-settles-discrimination-claim-against-aerojet-rocketdyne-inc"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Discrimination Claim Against Aerojet Rocketdyne, Inc.</span>
</a>",2021-05-17
Press Release,Former Rapides Parish Correctional Officer Sentenced for Violating the Civil Rights of Three Inmates,"https://www.justice.gov<a href=""/opa/pr/former-rapides-parish-correctional-officer-sentenced-violating-civil-rights-three-inmates"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Rapides Parish Correctional Officer Sentenced for Violating the Civil Rights of Three Inmates</span>
</a>",2021-05-17
Press Release,Four Former Minneapolis Police Officers Indicted on Federal Civil Rights Charges for Death of George Floyd; Derek Chauvin Also Charged in Separate Indictment for Violating Civil Rights of a Juvenile,"https://www.justice.gov<a href=""/opa/pr/four-former-minneapolis-police-officers-indicted-federal-civil-rights-charges-death-george"" rel=""bookmark"">
<span class=""field-formatter--string"">Four Former Minneapolis Police Officers Indicted on Federal Civil Rights Charges for Death of George Floyd; Derek Chauvin Also Charged in Separate Indictment for Violating Civil Rights of a Juvenile</span>
</a>",2021-05-07
Press Release,Former Tennessee Correctional Officer Sentenced for Covering Up Staff Assault of an Inmate,"https://www.justice.gov<a href=""/opa/pr/former-tennessee-correctional-officer-sentenced-covering-staff-assault-inmate"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Tennessee Correctional Officer Sentenced for Covering Up Staff Assault of an Inmate</span>
</a>",2021-05-07
Press Release,Justice Department Reaches Agreement with Two Community Colleges to Improve Access for Students with Disabilities,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-two-community-colleges-improve-access-students"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with Two Community Colleges to Improve Access for Students with Disabilities</span>
</a>",2021-05-06
Press Release,Former Tennessee Correctional Officer Sentenced Following Staff Assault of Inmate,"https://www.justice.gov<a href=""/opa/pr/former-tennessee-correctional-officer-sentenced-following-staff-assault-inmate"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Tennessee Correctional Officer Sentenced Following Staff Assault of Inmate</span>
</a>",2021-05-03
Press Release,Former West Virginia Law Enforcement Officer Charged with Federal Civil Rights Offense,"https://www.justice.gov<a href=""/opa/pr/former-west-virginia-law-enforcement-officer-charged-federal-civil-rights-offense"" rel=""bookmark"">
<span class=""field-formatter--string"">Former West Virginia Law Enforcement Officer Charged with Federal Civil Rights Offense</span>
</a>",2021-04-29
Press Release,Former Louisiana Police Officer Indicted for Assaulting an Arrestee,"https://www.justice.gov<a href=""/opa/pr/former-louisiana-police-officer-indicted-assaulting-arrestee"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Louisiana Police Officer Indicted for Assaulting an Arrestee</span>
</a>",2021-04-29
Press Release,Three Georgia Men Charged with Federal Hate Crimes and Attempted Kidnapping in Connection with the Death of Ahmaud Arbery,"https://www.justice.gov<a href=""/opa/pr/three-georgia-men-charged-federal-hate-crimes-and-attempted-kidnapping-connection-death"" rel=""bookmark"">
<span class=""field-formatter--string"">Three Georgia Men Charged with Federal Hate Crimes and Attempted Kidnapping in Connection with the Death of Ahmaud Arbery</span>
</a>",2021-04-28
Press Release,Two California Men Indicted in Hate Crimes Case Alleging They Attacked Family-Owned Restaurant and Threatened to Kill the Victims Inside,"https://www.justice.gov<a href=""/opa/pr/two-california-men-indicted-hate-crimes-case-alleging-they-attacked-family-owned-restaurant"" rel=""bookmark"">
<span class=""field-formatter--string"">Two California Men Indicted in Hate Crimes Case Alleging They Attacked Family-Owned Restaurant and Threatened to Kill the Victims Inside</span>
</a>",2021-04-27
Press Release,Department of Justice Announces Investigation of the Louisville/Jefferson County Metro Government and Louisville Metro Police Department,"https://www.justice.gov<a href=""/opa/pr/department-justice-announces-investigation-louisvillejefferson-county-metro-government-and"" rel=""bookmark"">
<span class=""field-formatter--string"">Department of Justice Announces Investigation of the Louisville/Jefferson County Metro Government and Louisville Metro Police Department</span>
</a>",2021-04-26
Press Release,The Justice Department’s Hate Crimes Enforcement and Prevention Initiative Announces Newly Translated Online Hate Crimes Resources,"https://www.justice.gov<a href=""/opa/pr/justice-department-s-hate-crimes-enforcement-and-prevention-initiative-announces-newly"" rel=""bookmark"">
<span class=""field-formatter--string"">The Justice Department’s Hate Crimes Enforcement and Prevention Initiative Announces Newly Translated Online Hate Crimes Resources</span>
</a>",2021-04-23
Press Release,"Justice Department Finds that Alameda County, California, Violates the Americans with Disabilities Act and the U.S. Constitution","https://www.justice.gov<a href=""/opa/pr/justice-department-finds-alameda-county-california-violates-americans-disabilities-act-and-us"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Finds that Alameda County, California, Violates the Americans with Disabilities Act and the U.S. Constitution   </span>
</a>",2021-04-22
Press Release,Iowa Woman Pleads Guilty to Hate Crime Charges for Attempting to Kill Two Children Because of their Race and National Origin,"https://www.justice.gov<a href=""/opa/pr/iowa-woman-pleads-guilty-hate-crime-charges-attempting-kill-two-children-because-their-race"" rel=""bookmark"">
<span class=""field-formatter--string"">Iowa Woman Pleads Guilty to Hate Crime Charges for Attempting to Kill Two Children  Because of their Race and National Origin</span>
</a>",2021-04-22
Speech,Attorney General Merrick B. Garland Delivers Remarks at Announcement of Pattern or Practice Investigation into the Minneapolis Police Department,"https://www.justice.gov<a href=""/opa/speech/attorney-general-merrick-b-garland-delivers-remarks-announcement-pattern-or-practice-0"" rel=""bookmark"">
<span class=""field-formatter--string"">Attorney General Merrick B. Garland Delivers Remarks at Announcement of Pattern or Practice Investigation into the Minneapolis Police Department</span>
</a>",2021-04-21
Press Release,"Attorney General Merrick B. Garland Announces Investigation of the City of Minneapolis, Minnesota, and the Minneapolis Police Department","https://www.justice.gov<a href=""/opa/pr/attorney-general-merrick-b-garland-announces-investigation-city-minneapolis-minnesota-and"" rel=""bookmark"">
<span class=""field-formatter--string"">Attorney General Merrick B. Garland Announces  Investigation of the City of Minneapolis, Minnesota, and the  Minneapolis Police Department</span>
</a>",2021-04-21
Press Release,Georgia Correctional Officer Pleads Guilty to Civil Rights Offense for Assaulting Inmate,"https://www.justice.gov<a href=""/opa/pr/georgia-correctional-officer-pleads-guilty-civil-rights-offense-assaulting-inmate-0"" rel=""bookmark"">
<span class=""field-formatter--string"">Georgia Correctional Officer Pleads Guilty to Civil Rights Offense for Assaulting Inmate</span>
</a>",2021-04-21
Press Release,Justice Department Reaches Settlement with Arizona School District to Protect English Learner Students,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-settlement-arizona-school-district-protect-english-learner"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Settlement with  Arizona School District to Protect English Learner Students </span>
</a>",2021-04-19
Press Release,Maine Man Charged with Hate Crime Offenses for Arson of Predominantly Black Church,"https://www.justice.gov<a href=""/opa/pr/maine-man-charged-hate-crime-offenses-arson-predominantly-black-church"" rel=""bookmark"">
<span class=""field-formatter--string"">Maine Man Charged with Hate Crime Offenses for Arson of Predominantly Black Church</span>
</a>",2021-04-15
Press Release,"Justice Department Reaches Agreement with the City of West Monroe, Louisiana Under the Voting Rights Act","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-city-west-monroe-louisiana-under-voting-rights-act-0"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with the City of West Monroe, Louisiana Under the Voting Rights Act</span>
</a>",2021-04-15
Press Release,Muncie Police Officers Indicted on Additional Charges of Excessive Force and Obstruction,"https://www.justice.gov<a href=""/opa/pr/muncie-police-officers-indicted-additional-charges-excessive-force-and-obstruction"" rel=""bookmark"">
<span class=""field-formatter--string"">Muncie Police Officers Indicted on Additional Charges of Excessive Force and Obstruction</span>
</a>",2021-04-14
